match_id,season,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpire1,umpire2,winner,result,player_of_match,toss_decision,toss_winner,dl_applied,venue,team_a,team_b,target_overs,target_runs,win_by_runs,win_by_wickets
290,IPL-2021,6,Dubai,2021-09-26,M Nayyar,HAS Khalid,Nitin Menon,AK Chaudhary,MA Gough,Royal Challengers Bangalore,normal,GJ Maxwell,field,Mumbai Indians,0,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,166,54,0
291,IPL-2021,6,Dubai,2021-10-03,M Nayyar,HAS Khalid,Navdeep Singh,J Madanagopal,MA Gough,Kolkata Knight Riders,normal,Shubman Gill,bat,Sunrisers Hyderabad,0,Dubai International Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,20.0,116,0,6
292,IPL-2021,6,Dubai,2021-10-04,J Srinath,AY Dandekar,HAS Khalid,AK Chaudhary,Nitin Menon,Delhi Capitals,normal,AR Patel,field,Delhi Capitals,0,Dubai International Cricket Stadium,Chennai Super Kings,Delhi Capitals,20.0,137,0,3
293,IPL-2021,6,Dubai,2021-09-21,Prakash Bhatt,YC Barde,KN Ananthapadmanabhan,AK Chaudhary,MA Gough,Rajasthan Royals,normal,Kartik Tyagi,field,Punjab Kings,0,Dubai International Cricket Stadium,Rajasthan Royals,Punjab Kings,20.0,186,2,0
294,IPL-2021,6,Sharjah,2021-10-02,J Srinath,Navdeep Singh,Nitin Menon,AK Chaudhary,MA Gough,Delhi Capitals,normal,AR Patel,field,Delhi Capitals,0,Sharjah Cricket Stadium,Mumbai Indians,Delhi Capitals,20.0,130,0,4
295,IPL-2021,6,Sharjah,2021-09-24,J Srinath,Navdeep Singh,MA Gough,AK Chaudhary,Nitin Menon,Chennai Super Kings,normal,DJ Bravo,field,Chennai Super Kings,0,Sharjah Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,157,0,6
296,IPL-2021,6,Dubai,2021-10-10,J Srinath,KN Ananthapadmanabhan,MA Gough,Nitin Menon,RK Illingworth,Chennai Super Kings,normal,RD Gaikwad,field,Chennai Super Kings,0,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings,20.0,173,0,4
297,IPL-2021,6,Sharjah,2021-10-11,M Nayyar,S Ravi,AK Chaudhary,CB Gaffaney,VK Sharma,Kolkata Knight Riders,normal,SP Narine,bat,Royal Challengers Bangalore,0,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,139,0,4
298,IPL-2021,6,Sharjah,2021-10-13,M Nayyar,AK Chaudhary,CB Gaffaney,KN Ananthapadmanabhan,MA Gough,Kolkata Knight Riders,normal,VR Iyer,field,Kolkata Knight Riders,0,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,20.0,136,0,3
299,IPL-2021,6,Dubai,2021-10-15,J Srinath,VK Sharma,S Ravi,Nitin Menon,RK Illingworth,Chennai Super Kings,normal,F du Plessis,field,Kolkata Knight Riders,0,Dubai International Cricket Stadium,Chennai Super Kings,Kolkata Knight Riders,20.0,193,27,0
300,IPL-2022,6,Mumbai,2022-03-26,M Nayyar,Chirra Ravikanthreddy,VK Sharma,AK Chaudhary,Nitin Menon,Kolkata Knight Riders,normal,UT Yadav,field,Kolkata Knight Riders,0,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,20.0,132,0,6
301,IPL-2022,6,Mumbai,2022-03-27,Prakash Bhatt,N Pandit,J Madanagopal,RJ Tucker,HAS Khalid,Delhi Capitals,normal,Kuldeep Yadav,field,Delhi Capitals,0,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals,20.0,178,0,4
302,IPL-2022,6,Mumbai,2022-03-27,M Nayyar,R Pandit,AK Chaudhary,Nitin Menon,YC Barde,Punjab Kings,normal,OF Smith,field,Punjab Kings,0,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Punjab Kings,20.0,206,0,5
303,IPL-2022,6,Mumbai,2022-03-28,DS Manohar,GR Sadashiv Iyer,RJ Tucker,PG Pathak,VK Sharma,Gujarat Titans,normal,Mohammed Shami,field,Gujarat Titans,0,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Gujarat Titans,20.0,159,0,5
304,IPL-2022,6,Pune,2022-03-29,Shakti Singh,MV Saidharshan Kumar,KN Ananthapadmanabhan,BNJ Oxenford,UV Gandhe,Rajasthan Royals,normal,SV Samson,field,Sunrisers Hyderabad,0,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Sunrisers Hyderabad,20.0,211,61,0
305,IPL-2022,6,Mumbai,2022-03-30,M Nayyar,Chirra Ravikanthreddy,Nitin Menon,J Madanagopal,Navdeep Singh,Royal Challengers Bangalore,normal,PWH de Silva,field,Royal Challengers Bangalore,0,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Royal Challengers Bangalore,20.0,129,0,3
306,IPL-2022,6,Mumbai,2022-03-31,J Srinath,NA Patwardhan,YC Barde,RJ Tucker,VK Sharma,Lucknow Super Giants,normal,E Lewis,field,Lucknow Super Giants,0,"Brabourne Stadium, Mumbai",Chennai Super Kings,Lucknow Super Giants,20.0,211,0,6
307,IPL-2022,6,Mumbai,2022-04-01,Prakash Bhatt,A Totre,J Madanagopal,AK Chaudhary,HAS Khalid,Kolkata Knight Riders,normal,UT Yadav,field,Kolkata Knight Riders,0,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders,20.0,138,0,6
308,IPL-2022,6,Mumbai,2022-04-02,DS Manohar,N Pandit,VK Sharma,Nitin Menon,PG Pathak,Rajasthan Royals,normal,JC Buttler,field,Mumbai Indians,0,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,20.0,194,23,0
309,IPL-2022,6,Pune,2022-04-02,Shakti Singh,Vinod Seshan,BNJ Oxenford,KN Ananthapadmanabhan,UV Gandhe,Gujarat Titans,normal,LH Ferguson,field,Delhi Capitals,0,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Delhi Capitals,20.0,172,14,0
310,IPL-2022,6,Mumbai,2022-04-03,J Srinath,R Pandit,AK Chaudhary,RJ Tucker,YC Barde,Punjab Kings,normal,LS Livingstone,field,Chennai Super Kings,0,"Brabourne Stadium, Mumbai",Punjab Kings,Chennai Super Kings,20.0,181,54,0
311,IPL-2022,6,Mumbai,2022-04-04,M Nayyar,GR Sadashiv Iyer,VK Sharma,J Madanagopal,Navdeep Singh,Lucknow Super Giants,normal,Avesh Khan,field,Sunrisers Hyderabad,0,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Sunrisers Hyderabad,20.0,170,12,0
312,IPL-2022,6,Mumbai,2022-04-05,Prakash Bhatt,NA Patwardhan,Nitin Menon,AK Chaudhary,HAS Khalid,Royal Challengers Bangalore,normal,KD Karthik,field,Royal Challengers Bangalore,0,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore,20.0,170,0,4
313,IPL-2022,6,Pune,2022-04-06,V Narayan Kutty,MV Saidharshan Kumar,UV Gandhe,BNJ Oxenford,KN Ananthapadmanabhan,Kolkata Knight Riders,normal,PJ Cummins,field,Kolkata Knight Riders,0,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Kolkata Knight Riders,20.0,162,0,5
314,IPL-2022,6,Mumbai,2022-04-07,Shakti Singh,A Totre,J Madanagopal,RJ Tucker,Tapan Sharma,Lucknow Super Giants,normal,Q de Kock,field,Lucknow Super Giants,0,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Lucknow Super Giants,20.0,150,0,6
315,IPL-2022,6,Mumbai,2022-04-08,J Srinath,Chirra Ravikanthreddy,PG Pathak,AK Chaudhary,VK Sharma,Gujarat Titans,normal,Shubman Gill,field,Gujarat Titans,0,"Brabourne Stadium, Mumbai",Punjab Kings,Gujarat Titans,20.0,190,0,6
316,IPL-2022,6,Mumbai,2022-04-09,J Srinath,N Pandit,YC Barde,Navdeep Singh,Nitin Menon,Sunrisers Hyderabad,normal,Abhishek Sharma,field,Sunrisers Hyderabad,0,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,20.0,155,0,8
317,IPL-2022,6,Pune,2022-04-09,V Narayan Kutty,Vinod Seshan,UV Gandhe,BNJ Oxenford,KN Ananthapadmanabhan,Royal Challengers Bangalore,normal,Anuj Rawat,field,Royal Challengers Bangalore,0,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Royal Challengers Bangalore,20.0,152,0,7
318,IPL-2022,6,Mumbai,2022-04-10,Prakash Bhatt,R Pandit,HAS Khalid,CB Gaffaney,J Madanagopal,Delhi Capitals,normal,Kuldeep Yadav,field,Kolkata Knight Riders,0,"Brabourne Stadium, Mumbai",Delhi Capitals,Kolkata Knight Riders,20.0,216,44,0
319,IPL-2022,6,Mumbai,2022-04-10,J Srinath,GR Sadashiv Iyer,PG Pathak,AK Chaudhary,Tapan Sharma,Rajasthan Royals,normal,YS Chahal,field,Lucknow Super Giants,0,"Wankhede Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,20.0,166,3,0
320,IPL-2022,6,Mumbai,2022-04-11,DS Manohar,NA Patwardhan,VK Sharma,Chirra Ravikanthreddy,RJ Tucker,Sunrisers Hyderabad,normal,KS Williamson,field,Sunrisers Hyderabad,0,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Sunrisers Hyderabad,20.0,163,0,8
321,IPL-2022,6,Mumbai,2022-04-12,J Srinath,A Totre,YC Barde,Nitin Menon,N Pandit,Chennai Super Kings,normal,S Dube,field,Royal Challengers Bangalore,0,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Royal Challengers Bangalore,20.0,217,23,0
322,IPL-2022,6,Pune,2022-04-13,V Narayan Kutty,MV Saidharshan Kumar,KN Ananthapadmanabhan,BNJ Oxenford,UV Gandhe,Punjab Kings,normal,MA Agarwal,field,Mumbai Indians,0,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Mumbai Indians,20.0,199,12,0
323,IPL-2022,6,Mumbai,2022-04-14,M Nayyar,Tapan Sharma,J Madanagopal,CB Gaffaney,R Pandit,Gujarat Titans,normal,HH Pandya,field,Rajasthan Royals,0,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Rajasthan Royals,20.0,193,37,0
324,IPL-2022,6,Mumbai,2022-04-15,Prakash Bhatt,PG Pathak,HAS Khalid,GR Sadashiv Iyer,VK Sharma,Sunrisers Hyderabad,normal,RA Tripathi,field,Sunrisers Hyderabad,0,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad,20.0,176,0,7
325,IPL-2022,6,Mumbai,2022-04-16,Shakti Singh,YC Barde,Navdeep Singh,AK Chaudhary,NA Patwardhan,Lucknow Super Giants,normal,KL Rahul,field,Mumbai Indians,0,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,20.0,200,18,0
326,IPL-2022,6,Mumbai,2022-04-16,J Srinath,N Pandit,CB Gaffaney,Chirra Ravikanthreddy,J Madanagopal,Royal Challengers Bangalore,normal,KD Karthik,field,Delhi Capitals,0,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Delhi Capitals,20.0,190,16,0
327,IPL-2022,6,Mumbai,2022-04-17,DS Manohar,A Totre,RJ Tucker,PG Pathak,R Pandit,Sunrisers Hyderabad,normal,Umran Malik,field,Sunrisers Hyderabad,0,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Sunrisers Hyderabad,20.0,152,0,7
328,IPL-2022,6,Pune,2022-04-17,V Narayan Kutty,Vinod Seshan,BNJ Oxenford,KN Ananthapadmanabhan,UV Gandhe,Gujarat Titans,normal,DA Miller,field,Gujarat Titans,0,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Gujarat Titans,20.0,170,0,3
329,IPL-2022,6,Mumbai,2022-04-18,M Nayyar,NA Patwardhan,Nitin Menon,GR Sadashiv Iyer,VK Sharma,Rajasthan Royals,normal,YS Chahal,field,Kolkata Knight Riders,0,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,20.0,218,7,0
330,IPL-2022,6,Mumbai,2022-04-19,Prakash Bhatt,Chirra Ravikanthreddy,J Madanagopal,CB Gaffaney,N Pandit,Royal Challengers Bangalore,normal,F du Plessis,field,Lucknow Super Giants,0,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Lucknow Super Giants,20.0,182,18,0
331,IPL-2022,6,Mumbai,2022-04-20,Shakti Singh,R Pandit,AK Chaudhary,RJ Tucker,Tapan Sharma,Delhi Capitals,normal,Kuldeep Yadav,field,Delhi Capitals,0,"Brabourne Stadium, Mumbai",Punjab Kings,Delhi Capitals,20.0,116,0,9
332,IPL-2022,6,Navi Mumbai,2022-04-21,V Narayan Kutty,MV Saidharshan Kumar,KN Ananthapadmanabhan,BNJ Oxenford,UV Gandhe,Chennai Super Kings,normal,Mukesh Choudhary,field,Chennai Super Kings,0,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Chennai Super Kings,20.0,156,0,3
333,IPL-2022,6,Mumbai,2022-04-22,DS Manohar,GR Sadashiv Iyer,YC Barde,NA Patwardhan,Nitin Menon,Rajasthan Royals,normal,JC Buttler,field,Delhi Capitals,0,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Capitals,20.0,223,15,0
334,IPL-2022,6,Navi Mumbai,2022-04-23,V Narayan Kutty,Vinod Seshan,BNJ Oxenford,KN Ananthapadmanabhan,UV Gandhe,Gujarat Titans,normal,Rashid Khan,bat,Gujarat Titans,0,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Kolkata Knight Riders,20.0,157,8,0
335,IPL-2022,6,Mumbai,2022-04-23,M Nayyar,HAS Khalid,CB Gaffaney,Chirra Ravikanthreddy,J Madanagopal,Sunrisers Hyderabad,normal,M Jansen,field,Sunrisers Hyderabad,0,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,69,0,9
336,IPL-2022,6,Mumbai,2022-04-24,Shakti Singh,N Pandit,VK Sharma,M Erasmus,HAS Khalid,Lucknow Super Giants,normal,KL Rahul,field,Mumbai Indians,0,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,20.0,169,36,0
337,IPL-2022,6,Mumbai,2022-04-25,Prakash Bhatt,R Pandit,PG Pathak,M Erasmus,Tapan Sharma,Punjab Kings,normal,S Dhawan,field,Chennai Super Kings,0,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings,20.0,188,11,0
338,IPL-2022,6,Pune,2022-04-26,V Narayan Kutty,MV Saidharshan Kumar,UV Gandhe,BNJ Oxenford,KN Ananthapadmanabhan,Rajasthan Royals,normal,R Parag,field,Royal Challengers Bangalore,0,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore,20.0,145,29,0
339,IPL-2022,6,Mumbai,2022-04-27,Shakti Singh,GR Sadashiv Iyer,J Madanagopal,CB Gaffaney,Navdeep Singh,Gujarat Titans,normal,Umran Malik,field,Gujarat Titans,0,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans,20.0,196,0,5
340,IPL-2022,6,Mumbai,2022-04-28,DS Manohar,A Totre,Nitin Menon,AK Chaudhary,PG Pathak,Delhi Capitals,normal,Kuldeep Yadav,field,Delhi Capitals,0,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals,20.0,147,0,4
341,IPL-2022,6,Pune,2022-04-29,V Narayan Kutty,Vinod Seshan,KN Ananthapadmanabhan,MA Gough,UV Gandhe,Lucknow Super Giants,normal,KH Pandya,field,Punjab Kings,0,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings,20.0,154,20,0
342,IPL-2022,6,Mumbai,2022-04-30,Shakti Singh,Chirra Ravikanthreddy,Nitin Menon,HAS Khalid,VK Sharma,Gujarat Titans,normal,R Tewatia,bat,Royal Challengers Bangalore,0,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans,20.0,171,0,6
343,IPL-2022,6,Navi Mumbai,2022-04-30,M Nayyar,Tapan Sharma,Navdeep Singh,BNJ Oxenford,YC Barde,Mumbai Indians,normal,SA Yadav,field,Mumbai Indians,0,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,20.0,159,0,5
344,IPL-2022,6,Mumbai,2022-05-01,Prakash Bhatt,A Totre,PG Pathak,Chirra Ravikanthreddy,CB Gaffaney,Lucknow Super Giants,normal,Mohsin Khan,bat,Lucknow Super Giants,0,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals,20.0,196,6,0
345,IPL-2022,6,Pune,2022-05-01,V Narayan Kutty,MV Saidharshan Kumar,MA Gough,AK Chaudhary,KN Ananthapadmanabhan,Chennai Super Kings,normal,RD Gaikwad,field,Sunrisers Hyderabad,0,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad,20.0,203,13,0
346,IPL-2022,6,Mumbai,2022-05-02,Shakti Singh,Tapan Sharma,CB Gaffaney,J Madanagopal,N Pandit,Kolkata Knight Riders,normal,RK Singh,field,Kolkata Knight Riders,0,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,20.0,153,0,7
347,IPL-2022,6,Navi Mumbai,2022-05-03,DS Manohar,UV Gandhe,HAS Khalid,R Pandit,VK Sharma,Punjab Kings,normal,K Rabada,bat,Gujarat Titans,0,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Punjab Kings,20.0,144,0,8
348,IPL-2022,6,Pune,2022-05-04,V Narayan Kutty,Vinod Seshan,AK Chaudhary,KN Ananthapadmanabhan,MA Gough,Royal Challengers Bangalore,normal,HV Patel,field,Chennai Super Kings,0,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings,20.0,174,13,0
349,IPL-2022,6,Mumbai,2022-05-05,Shakti Singh,N Pandit,Nitin Menon,Navdeep Singh,NA Patwardhan,Delhi Capitals,normal,DA Warner,field,Sunrisers Hyderabad,0,"Brabourne Stadium, Mumbai",Delhi Capitals,Sunrisers Hyderabad,20.0,208,21,0
350,IPL-2022,6,Mumbai,2022-05-06,M Nayyar,R Pandit,BNJ Oxenford,J Madanagopal,GR Sadashiv Iyer,Mumbai Indians,normal,TH David,field,Gujarat Titans,0,"Brabourne Stadium, Mumbai",Mumbai Indians,Gujarat Titans,20.0,178,5,0
351,IPL-2022,6,Mumbai,2022-05-07,Prakash Bhatt,UV Gandhe,CB Gaffaney,Chirra Ravikanthreddy,YC Barde,Rajasthan Royals,normal,YBK Jaiswal,bat,Punjab Kings,0,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals,20.0,190,0,6
352,IPL-2022,6,Pune,2022-05-07,V Narayan Kutty,MV Saidharshan Kumar,KN Ananthapadmanabhan,AK Chaudhary,MA Gough,Lucknow Super Giants,normal,Avesh Khan,field,Kolkata Knight Riders,0,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Kolkata Knight Riders,20.0,177,75,0
353,IPL-2022,6,Mumbai,2022-05-08,Shakti Singh,A Totre,PG Pathak,BNJ Oxenford,N Pandit,Royal Challengers Bangalore,normal,PWH de Silva,bat,Royal Challengers Bangalore,0,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,193,67,0
354,IPL-2022,6,Navi Mumbai,2022-05-08,M Nayyar,Tapan Sharma,HAS Khalid,Nitin Menon,R Pandit,Chennai Super Kings,normal,DP Conway,field,Delhi Capitals,0,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Delhi Capitals,20.0,209,91,0
355,IPL-2022,6,Navi Mumbai,2022-05-09,Prakash Bhatt,Chirra Ravikanthreddy,BNJ Oxenford,CB Gaffaney,GR Sadashiv Iyer,Kolkata Knight Riders,normal,JJ Bumrah,field,Mumbai Indians,0,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Mumbai Indians,20.0,166,52,0
356,IPL-2022,6,Pune,2022-05-10,V Narayan Kutty,Vinod Seshan,AK Chaudhary,KN Ananthapadmanabhan,MA Gough,Gujarat Titans,normal,Shubman Gill,bat,Gujarat Titans,0,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Lucknow Super Giants,20.0,145,62,0
357,IPL-2022,6,Navi Mumbai,2022-05-11,M Nayyar,Tapan Sharma,VK Sharma,NA Patwardhan,Nitin Menon,Delhi Capitals,normal,MR Marsh,field,Delhi Capitals,0,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Delhi Capitals,20.0,161,0,8
358,IPL-2022,6,Mumbai,2022-05-12,Shakti Singh,A Totre,Nitin Menon,Chirra Ravikanthreddy,CB Gaffaney,Mumbai Indians,normal,DR Sams,field,Mumbai Indians,0,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,20.0,98,0,5
359,IPL-2022,6,Mumbai,2022-05-13,J Srinath,Vinod Seshan,Navdeep Singh,J Madanagopal,N Pandit,Punjab Kings,normal,JM Bairstow,field,Royal Challengers Bangalore,0,"Brabourne Stadium, Mumbai",Punjab Kings,Royal Challengers Bangalore,20.0,210,54,0
360,IPL-2022,6,Pune,2022-05-14,V Narayan Kutty,MV Saidharshan Kumar,MA Gough,AK Chaudhary,KN Ananthapadmanabhan,Kolkata Knight Riders,normal,AD Russell,bat,Kolkata Knight Riders,0,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Sunrisers Hyderabad,20.0,178,54,0
361,IPL-2022,6,Mumbai,2022-05-15,J Srinath,NA Patwardhan,CB Gaffaney,R Pandit,VK Sharma,Gujarat Titans,normal,WP Saha,bat,Chennai Super Kings,0,"Wankhede Stadium, Mumbai",Chennai Super Kings,Gujarat Titans,20.0,134,0,7
362,IPL-2022,6,Mumbai,2022-05-15,Prakash Bhatt,YC Barde,BNJ Oxenford,PG Pathak,Tapan Sharma,Rajasthan Royals,normal,TA Boult,bat,Rajasthan Royals,0,"Brabourne Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,20.0,179,24,0
363,IPL-2022,6,Navi Mumbai,2022-05-16,Prakash Bhatt,Navdeep Singh,MA Gough,GR Sadashiv Iyer,Nitin Menon,Delhi Capitals,normal,SN Thakur,field,Punjab Kings,0,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Punjab Kings,20.0,160,17,0
364,IPL-2022,6,Mumbai,2022-05-17,J Srinath,HAS Khalid,Navdeep Singh,CB Gaffaney,N Pandit,Sunrisers Hyderabad,normal,RA Tripathi,field,Mumbai Indians,0,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,20.0,194,3,0
365,IPL-2022,6,Navi Mumbai,2022-05-18,M Nayyar,NA Patwardhan,BNJ Oxenford,R Pandit,YC Barde,Lucknow Super Giants,normal,Q de Kock,bat,Lucknow Super Giants,0,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Kolkata Knight Riders,20.0,211,2,0
366,IPL-2022,6,Mumbai,2022-05-19,J Srinath,Tapan Sharma,Navdeep Singh,KN Ananthapadmanabhan,GR Sadashiv Iyer,Royal Challengers Bangalore,normal,V Kohli,bat,Gujarat Titans,0,"Wankhede Stadium, Mumbai",Gujarat Titans,Royal Challengers Bangalore,20.0,169,0,8
367,IPL-2022,6,Mumbai,2022-05-20,M Nayyar,PG Pathak,YC Barde,CB Gaffaney,NA Patwardhan,Rajasthan Royals,normal,R Ashwin,bat,Chennai Super Kings,0,"Brabourne Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,20.0,151,0,5
368,IPL-2022,6,Mumbai,2022-05-21,J Srinath,GR Sadashiv Iyer,HAS Khalid,Nitin Menon,Tapan Sharma,Mumbai Indians,normal,JJ Bumrah,field,Mumbai Indians,0,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,20.0,160,0,5
369,IPL-2022,6,Mumbai,2022-05-22,J Srinath,Navdeep Singh,CB Gaffaney,AK Chaudhary,NA Patwardhan,Punjab Kings,normal,Harpreet Brar,bat,Sunrisers Hyderabad,0,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings,20.0,158,0,5
370,IPL-2022,6,Kolkata,2022-05-24,M Nayyar,J Madanagopal,MA Gough,BNJ Oxenford,VK Sharma,Gujarat Titans,normal,DA Miller,field,Gujarat Titans,0,"Eden Gardens, Kolkata",Rajasthan Royals,Gujarat Titans,20.0,189,0,7
371,IPL-2022,6,Kolkata,2022-05-25,M Nayyar,VK Sharma,BNJ Oxenford,J Madanagopal,MA Gough,Royal Challengers Bangalore,normal,RM Patidar,field,Lucknow Super Giants,0,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Lucknow Super Giants,20.0,208,14,0
372,IPL-2022,6,Ahmedabad,2022-05-27,J Srinath,KN Ananthapadmanabhan,AK Chaudhary,CB Gaffaney,Nitin Menon,Rajasthan Royals,normal,JC Buttler,field,Rajasthan Royals,0,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Rajasthan Royals,20.0,158,0,7
373,IPL-2022,6,Ahmedabad,2022-05-29,J Srinath,AK Chaudhary,KN Ananthapadmanabhan,CB Gaffaney,Nitin Menon,Gujarat Titans,normal,HH Pandya,bat,Rajasthan Royals,0,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans,20.0,131,0,7
374,IPL-2023,6,Ahmedabad,2023-03-31,J Srinath,A Bengeri,VK Sharma,Nitin Menon,HAS Khalid,Gujarat Titans,normal,Rashid Khan,field,Gujarat Titans,0,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans,20.0,179,0,5
375,IPL-2023,6,Chandigarh,2023-04-01,M Nayyar,PM Joshi,J Madanagopal,BNJ Oxenford,YC Barde,Punjab Kings,normal,Arshdeep Singh,field,Kolkata Knight Riders,1,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders,16.0,154,7,0
376,IPL-2023,6,Lucknow,2023-04-01,DS Manohar,M Kuppuraj,GR Sadashiv Iyer,AK Chaudhary,NA Patwardhan,Lucknow Super Giants,normal,MA Wood,field,Delhi Capitals,0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,20.0,194,50,0
377,IPL-2023,6,Hyderabad,2023-04-02,V Narayan Kutty,Abhijit Bhattacharya,Navdeep Singh,KN Ananthapadmanabhan,R Pandit,Rajasthan Royals,normal,JC Buttler,field,Sunrisers Hyderabad,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,20.0,204,72,0
378,IPL-2023,6,Bengaluru,2023-04-02,J Srinath,A Bengeri,VK Sharma,Nitin Menon,Tapan Sharma,Royal Challengers Bangalore,normal,F du Plessis,field,Royal Challengers Bangalore,0,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Royal Challengers Bangalore,20.0,172,0,8
379,IPL-2023,6,Chennai,2023-04-03,M Nayyar,PM Joshi,UV Gandhe,A Totre,BNJ Oxenford,Chennai Super Kings,normal,MM Ali,field,Lucknow Super Giants,0,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants,20.0,218,12,0
