Unnamed: 0,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpires,winner,player_of_match,toss_decision,toss_winner,venue,team_a,team_b,target_overs,target_runs
98,6,Jaipur,2018-05-08,J Srinath,N Pandit,YC Barde,"M Erasmus, Nitin Menon",Rajasthan Royals,JC Buttler,bat,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,20.0,159
99,6,Kolkata,2018-05-09,Prakash Bhatt,R Pandit,HDPK Dharmasena,"KN Ananthapadmanabhan, AK Chaudhary",Mumbai Indians,Ishan Kishan,field,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,20.0,211
100,6,Delhi,2018-05-10,M Nayyar,HAS Khalid,S Ravi,"AY Dandekar, C Shamshuddin",Sunrisers Hyderabad,S Dhawan,bat,Delhi Daredevils,Arun Jaitley Stadium,Delhi Daredevils,Sunrisers Hyderabad,20.0,188
101,6,Jaipur,2018-05-11,J Srinath,N Pandit,Nitin Menon,"M Erasmus, YC Barde",Rajasthan Royals,JC Buttler,bat,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,20.0,177
102,6,Indore,2018-05-12,AJ Pycroft,GR Sadashiv Iyer,BNJ Oxenford,"CK Nandan, VK Sharma",Kolkata Knight Riders,SP Narine,field,Kings XI Punjab,Holkar Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab,20.0,246
103,6,Delhi,2018-05-12,Prakash Bhatt,K Srinath,AK Chaudhary,"KN Ananthapadmanabhan, HDPK Dharmasena",Royal Challengers Bangalore,AB de Villiers,field,Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi Daredevils,Royal Challengers Bangalore,20.0,182
104,6,Pune,2018-05-13,M Nayyar,HAS Khalid,AY Dandekar,"M Erasmus, YC Barde",Chennai Super Kings,AT Rayudu,field,Chennai Super Kings,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,180
105,6,Mumbai,2018-05-13,J Srinath,UV Gandhe,C Shamshuddin,"Nitin Menon, S Ravi",Rajasthan Royals,JC Buttler,field,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,169
106,6,Indore,2018-05-14,AJ Pycroft,GR Sadashiv Iyer,CK Nandan,"BNJ Oxenford, VK Sharma",Royal Challengers Bangalore,UT Yadav,field,Royal Challengers Bangalore,Holkar Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,89
107,6,Kolkata,2018-05-15,M Nayyar,K Srinath,VA Kulkarni,"AK Chaudhary, HDPK Dharmasena",Kolkata Knight Riders,Kuldeep Yadav,field,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,20.0,143
108,6,Mumbai,2018-05-16,J Srinath,UV Gandhe,YC Barde,"M Erasmus, Nitin Menon",Mumbai Indians,JJ Bumrah,field,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,187
109,6,Bengaluru,2018-05-17,Prakash Bhatt,HAS Khalid,C Shamshuddin,"AY Dandekar, S Ravi",Royal Challengers Bangalore,AB de Villiers,field,Sunrisers Hyderabad,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,219
110,6,Delhi,2018-05-18,M Nayyar,K Srinath,CK Nandan,"HDPK Dharmasena, VA Kulkarni",Delhi Daredevils,HV Patel,field,Chennai Super Kings,Arun Jaitley Stadium,Delhi Daredevils,Chennai Super Kings,20.0,163
111,6,Jaipur,2018-05-19,AJ Pycroft,GR Sadashiv Iyer,C Shamshuddin,"BNJ Oxenford, VK Sharma",Rajasthan Royals,S Gopal,bat,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,165
112,6,Hyderabad,2018-05-19,Prakash Bhatt,HAS Khalid,AY Dandekar,"AK Chaudhary, S Ravi",Kolkata Knight Riders,CA Lynn,bat,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,20.0,173
113,6,Delhi,2018-05-20,M Nayyar,K Srinath,VA Kulkarni,"HDPK Dharmasena, CK Nandan",Delhi Daredevils,A Mishra,bat,Delhi Daredevils,Arun Jaitley Stadium,Delhi Daredevils,Mumbai Indians,20.0,175
114,6,Pune,2018-05-20,J Srinath,UV Gandhe,M Erasmus,"Nitin Menon, YC Barde",Chennai Super Kings,L Ngidi,field,Chennai Super Kings,Maharashtra Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,20.0,154
115,6,Mumbai,2018-05-22,AJ Pycroft,YC Barde,S Ravi,"C Shamshuddin, M Erasmus",Chennai Super Kings,F du Plessis,field,Chennai Super Kings,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,140
116,6,Kolkata,2018-05-23,J Srinath,A Nand Kishore,HDPK Dharmasena,"AK Chaudhary, Nitin Menon",Kolkata Knight Riders,AD Russell,field,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,170
117,6,Kolkata,2018-05-25,J Srinath,A Nand Kishore,AK Chaudhary,"HDPK Dharmasena, Nitin Menon",Sunrisers Hyderabad,Rashid Khan,field,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,20.0,175
118,6,Mumbai,2018-05-27,AJ Pycroft,YC Barde,Nitin Menon,"M Erasmus, S Ravi",Chennai Super Kings,SR Watson,field,Chennai Super Kings,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,179
119,6,Chennai,2019-03-23,J Srinath,HAS Khalid,Nitin Menon,"AY Dandekar, BNJ Oxenford",Chennai Super Kings,Harbhajan Singh,field,Chennai Super Kings,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,71
120,6,Kolkata,2019-03-24,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,"AK Chaudhary, CB Gaffaney",Kolkata Knight Riders,AD Russell,field,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,20.0,182
121,6,Mumbai,2019-03-24,M Nayyar,BK Ravi,CK Nandan,"S Ravi, YC Barde",Delhi Capitals,RR Pant,field,Mumbai Indians,Wankhede Stadium,Delhi Capitals,Mumbai Indians,20.0,214
122,6,Jaipur,2019-03-25,Chinmay Sharma,K Srinath,BNJ Oxenford,"C Shamshuddin, KN Ananthapadmanabhan",Kings XI Punjab,CH Gayle,field,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,20.0,185
123,6,Delhi,2019-03-26,J Srinath,HAS Khalid,AY Dandekar,"M Erasmus, Nitin Menon",Chennai Super Kings,SR Watson,bat,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,20.0,148
124,6,Kolkata,2019-03-27,V Narayan Kutty,GR Sadashiv Iyer,CB Gaffaney,"AK Chaudhary, VA Kulkarni",Kolkata Knight Riders,AD Russell,field,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,219
125,6,Bengaluru,2019-03-28,M Nayyar,BK Ravi,YC Barde,"CK Nandan, S Ravi",Mumbai Indians,JJ Bumrah,field,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,188
126,6,Hyderabad,2019-03-29,Chinmay Sharma,K Srinath,KN Ananthapadmanabhan,"BNJ Oxenford, C Shamshuddin",Sunrisers Hyderabad,Rashid Khan,bat,Rajasthan Royals,Rajiv Gandhi International Stadium,Rajasthan Royals,Sunrisers Hyderabad,20.0,199
127,6,Chandigarh,2019-03-30,V Narayan Kutty,GR Sadashiv Iyer,AK Chaudhary,"CB Gaffaney, VA Kulkarni",Kings XI Punjab,MA Agarwal,field,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,Kings XI Punjab,20.0,177
128,6,Delhi,2019-03-30,J Srinath,HAS Khalid,M Erasmus,"AY Dandekar, Nitin Menon",,PP Shaw,field,Delhi Capitals,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,20.0,186
129,6,Hyderabad,2019-03-31,Chinmay Sharma,K Srinath,C Shamshuddin,"KN Ananthapadmanabhan, S Ravi",Sunrisers Hyderabad,JM Bairstow,field,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,20.0,232
130,6,Chennai,2019-03-31,M Nayyar,BK Ravi,BNJ Oxenford,"CK Nandan, YC Barde",Chennai Super Kings,MS Dhoni,field,Rajasthan Royals,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,20.0,176
131,6,Chandigarh,2019-04-01,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,"AK Chaudhary, CB Gaffaney",Kings XI Punjab,SM Curran,field,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Delhi Capitals,20.0,167
132,6,Jaipur,2019-04-02,J Srinath,HAS Khalid,Nitin Menon,"AY Dandekar, M Erasmus",Rajasthan Royals,S Gopal,field,Rajasthan Royals,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,20.0,159
133,6,Mumbai,2019-04-03,M Nayyar,BK Ravi,YC Barde,"BNJ Oxenford, RJ Tucker",Mumbai Indians,HH Pandya,field,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,171
134,6,Delhi,2019-04-04,Chinmay Sharma,K Srinath,S Ravi,"C Shamshuddin, KN Ananthapadmanabhan",Sunrisers Hyderabad,JM Bairstow,field,Sunrisers Hyderabad,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,20.0,130
135,6,Bengaluru,2019-04-05,V Narayan Kutty,GR Sadashiv Iyer,CK Nandan,"AK Chaudhary, CB Gaffaney",Kolkata Knight Riders,AD Russell,field,Kolkata Knight Riders,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,206
136,6,Chennai,2019-04-06,Chinmay Sharma,K Srinath,C Shamshuddin,"KN Ananthapadmanabhan, RJ Tucker",Chennai Super Kings,Harbhajan Singh,bat,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,Kings XI Punjab,20.0,161
137,6,Hyderabad,2019-04-06,J Srinath,HAS Khalid,M Erasmus,"AY Dandekar, Nitin Menon",Mumbai Indians,AS Joseph,field,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,137
138,6,Bengaluru,2019-04-07,M Nayyar,BK Ravi,CK Nandan,"S Ravi, YC Barde",Delhi Capitals,K Rabada,field,Delhi Capitals,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,20.0,150
139,6,Jaipur,2019-04-07,V Narayan Kutty,GR Sadashiv Iyer,BNJ Oxenford,"AK Chaudhary, CB Gaffaney",Kolkata Knight Riders,HF Gurney,field,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,20.0,140
140,6,Chandigarh,2019-04-08,J Srinath,HAS Khalid,Nitin Menon,"AY Dandekar, M Erasmus",Kings XI Punjab,KL Rahul,field,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Kings XI Punjab,20.0,151
141,6,Chennai,2019-04-09,Prakash Bhatt,K Srinath,UV Gandhe,"C Shamshuddin, RJ Tucker",Chennai Super Kings,DL Chahar,field,Chennai Super Kings,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,20.0,109
142,6,Mumbai,2019-04-10,M Nayyar,K Srinivasan,CK Nandan,"S Ravi, YC Barde",Mumbai Indians,KA Pollard,field,Mumbai Indians,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,20.0,198
143,6,Jaipur,2019-04-11,Prakash Bhatt,GR Sadashiv Iyer,CB Gaffaney,"BNJ Oxenford, UV Gandhe",Chennai Super Kings,MS Dhoni,field,Chennai Super Kings,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,20.0,152
144,6,Kolkata,2019-04-12,M Nayyar,BK Ravi,RJ Tucker,"CK Nandan, YC Barde",Delhi Capitals,S Dhawan,field,Delhi Capitals,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,20.0,179
145,6,Mumbai,2019-04-13,J Srinath,N Pandit,M Erasmus,"A Nand Kishore, Nitin Menon",Rajasthan Royals,JC Buttler,field,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,188
146,6,Chandigarh,2019-04-13,Prakash Bhatt,K Srinath,NJ Llong,"S Ravi, UV Gandhe",Royal Challengers Bangalore,AB de Villiers,field,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,174
147,6,Kolkata,2019-04-14,M Nayyar,BK Ravi,YC Barde,"CK Nandan, RJ Tucker",Chennai Super Kings,Imran Tahir,field,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,20.0,162
148,6,Hyderabad,2019-04-14,V Narayan Kutty,GR Sadashiv Iyer,CB Gaffaney,"AK Chaudhary, BNJ Oxenford",Delhi Capitals,KMA Paul,field,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Delhi Capitals,Sunrisers Hyderabad,20.0,156
149,6,Mumbai,2019-04-15,J Srinath,N Pandit,A Nand Kishore,"M Erasmus, Nitin Menon",Mumbai Indians,SL Malinga,field,Mumbai Indians,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,172
150,6,Chandigarh,2019-04-16,AJ Pycroft,K Srinivasan,S Ravi,"AK Chaudhary, VA Kulkarni",Kings XI Punjab,R Ashwin,field,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Rajasthan Royals,20.0,183
151,6,Hyderabad,2019-04-17,Prakash Bhatt,BK Ravi,C Shamshuddin,"IJ Gould, UV Gandhe",Sunrisers Hyderabad,DA Warner,bat,Chennai Super Kings,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad,20.0,133
152,6,Delhi,2019-04-18,J Srinath,N Pandit,AK Chaudhary,"BNJ Oxenford, NJ Llong",Mumbai Indians,HH Pandya,bat,Mumbai Indians,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,20.0,169
153,6,Kolkata,2019-04-19,AJ Pycroft,K Srinath,AY Dandekar,"IJ Gould, Nitin Menon",Royal Challengers Bangalore,V Kohli,field,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,214
154,6,Jaipur,2019-04-20,M Nayyar,K Srinivasan,CK Nandan,"S Ravi, YC Barde",Rajasthan Royals,SPD Smith,field,Rajasthan Royals,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,20.0,162
155,6,Delhi,2019-04-20,Prakash Bhatt,N Pandit,BNJ Oxenford,"C Shamshuddin, UV Gandhe",Delhi Capitals,SS Iyer,field,Delhi Capitals,Arun Jaitley Stadium,Kings XI Punjab,Delhi Capitals,20.0,164
156,6,Hyderabad,2019-04-21,AJ Pycroft,K Srinath,IJ Gould,"NJ Llong, Nitin Menon",Sunrisers Hyderabad,KK Ahmed,field,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,20.0,160
157,6,Bengaluru,2019-04-21,J Srinath,BK Ravi,AK Chaudhary,"RJ Tucker, VA Kulkarni",Royal Challengers Bangalore,PA Patel,field,Chennai Super Kings,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,162
158,6,Jaipur,2019-04-22,M Nayyar,K Srinath,YC Barde,"A Nand Kishore, S Ravi",Delhi Capitals,RR Pant,field,Delhi Capitals,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,20.0,192
159,6,Chennai,2019-04-23,V Narayan Kutty,N Pandit,VA Kulkarni,"AK Chaudhary, NJ Llong",Chennai Super Kings,SR Watson,field,Chennai Super Kings,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,176
160,6,Bengaluru,2019-04-24,J Srinath,K Srinivasan,RJ Tucker,"BNJ Oxenford, C Shamshuddin",Royal Challengers Bangalore,AB de Villiers,field,Kings XI Punjab,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,203
161,6,Kolkata,2019-04-25,AJ Pycroft,HAS Khalid,Nitin Menon,"AY Dandekar, IJ Gould",Rajasthan Royals,VR Aaron,field,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,176
162,6,Chennai,2019-04-26,V Narayan Kutty,N Pandit,VA Kulkarni,"AK Chaudhary, NJ Llong",Mumbai Indians,RG Sharma,field,Chennai Super Kings,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,20.0,156
163,6,Jaipur,2019-04-27,M Nayyar,K Srinivasan,S Ravi,"A Nand Kishore, YC Barde",Rajasthan Royals,JD Unadkat,field,Rajasthan Royals,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,20.0,161
164,6,Delhi,2019-04-28,J Srinath,N Pandit,C Shamshuddin,"BNJ Oxenford, KN Ananthapadmanabhan",Delhi Capitals,S Dhawan,bat,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,20.0,188
165,6,Kolkata,2019-04-28,AJ Pycroft,HAS Khalid,AY Dandekar,"IJ Gould, Nitin Menon",Kolkata Knight Riders,AD Russell,field,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,233
166,6,Hyderabad,2019-04-29,M Nayyar,K Srinivasan,A Nand Kishore,"CK Nandan, S Ravi",Sunrisers Hyderabad,DA Warner,field,Kings XI Punjab,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kings XI Punjab,20.0,213
167,6,Bengaluru,2019-04-30,V Narayan Kutty,GR Sadashiv Iyer,AK Chaudhary,"NJ Llong, UV Gandhe",,,field,Rajasthan Royals,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,5.0,63
168,6,Chennai,2019-05-01,AJ Pycroft,HAS Khalid,IJ Gould,"AY Dandekar, Nitin Menon",Chennai Super Kings,MS Dhoni,field,Delhi Capitals,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,20.0,180
169,6,Mumbai,2019-05-02,M Nayyar,K Srinivasan,A Nand Kishore,"CK Nandan, S Ravi",,JJ Bumrah,bat,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,163
170,6,Chandigarh,2019-05-03,J Srinath,N Pandit,KN Ananthapadmanabhan,"BNJ Oxenford, C Shamshuddin",Kolkata Knight Riders,Shubman Gill,field,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Kolkata Knight Riders,20.0,184
171,6,Delhi,2019-05-04,AJ Pycroft,HAS Khalid,Nitin Menon,"AY Dandekar, IJ Gould",Delhi Capitals,A Mishra,bat,Rajasthan Royals,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,20.0,116
172,6,Bengaluru,2019-05-04,V Narayan Kutty,,UV Gandhe,"AK Chaudhary, NJ Llong",Royal Challengers Bangalore,SO Hetmyer,field,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,20.0,176
173,6,Chandigarh,2019-05-05,J Srinath,N Pandit,BNJ Oxenford,"C Shamshuddin, KN Ananthapadmanabhan",Kings XI Punjab,KL Rahul,field,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,Kings XI Punjab,20.0,171
174,6,Mumbai,2019-05-05,M Nayyar,K Srinivasan,S Ravi,"A Nand Kishore, CK Nandan",Mumbai Indians,HH Pandya,field,Mumbai Indians,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,20.0,134
175,6,Chennai,2019-05-07,J Srinath,CK Nandan,IJ Gould,"NJ Llong, Nitin Menon",Mumbai Indians,SA Yadav,bat,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,20.0,132
176,6,Visakhapatnam,2019-05-08,AJ Pycroft,C Shamshuddin,AK Chaudhary,"BNJ Oxenford, S Ravi",Delhi Capitals,RR Pant,field,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,20.0,163
177,6,Visakhapatnam,2019-05-10,AJ Pycroft,AK Chaudhary,C Shamshuddin,"BNJ Oxenford, S Ravi",Chennai Super Kings,F du Plessis,field,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Chennai Super Kings,20.0,148
178,6,Hyderabad,2019-05-12,J Srinath,CK Nandan,NJ Llong,"IJ Gould, Nitin Menon",Mumbai Indians,JJ Bumrah,bat,Mumbai Indians,Rajiv Gandhi International Stadium,Mumbai Indians,Chennai Super Kings,20.0,150
179,6,Abu Dhabi,2020-09-19,M Nayyar,UV Gandhe,S Ravi,"CB Gaffaney, VK Sharma",Chennai Super Kings,AT Rayudu,field,Chennai Super Kings,Sheikh Zayed Stadium,Mumbai Indians,Chennai Super Kings,20.0,163
180,6,,2020-09-20,J Srinath,YC Barde,PR Reiffel,"AK Chaudhary, Nitin Menon",,MP Stoinis,field,Kings XI Punjab,Dubai International Cricket Stadium,Delhi Capitals,Kings XI Punjab,20.0,158
181,6,Abu Dhabi,2020-10-21,Shakti Singh,UV Gandhe,CB Gaffaney,"VK Sharma, S Ravi",Royal Challengers Bangalore,Mohammed Siraj,bat,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,85
182,6,,2020-11-03,Prakash Bhatt,VA Kulkarni,KN Ananthapadmanabhan,"C Shamshuddin, RK Illingworth",Sunrisers Hyderabad,S Nadeem,field,Sunrisers Hyderabad,Sharjah Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,20.0,150
183,6,,2020-09-22,V Narayan Kutty,K Srinivasan,KN Ananthapadmanabhan,"C Shamshuddin, VA Kulkarni",Rajasthan Royals,SV Samson,field,Chennai Super Kings,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings,20.0,217
184,6,Abu Dhabi,2020-10-24,M Nayyar,UV Gandhe,S Ravi,"CB Gaffaney, PG Pathak",Kolkata Knight Riders,CV Varun,field,Delhi Capitals,Sheikh Zayed Stadium,Kolkata Knight Riders,Delhi Capitals,20.0,195
185,6,,2020-10-24,J Srinath,YC Barde,Nitin Menon,"AY Dandekar, PR Reiffel",Kings XI Punjab,CJ Jordan,field,Sunrisers Hyderabad,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad,20.0,127
186,6,Abu Dhabi,2020-10-28,M Nayyar,PG Pathak,S Ravi,"UV Gandhe, CB Gaffaney",Mumbai Indians,SA Yadav,field,Mumbai Indians,Sheikh Zayed Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,165
187,6,,2020-10-09,V Narayan Kutty,K Srinivasan,VA Kulkarni,"KN Ananthapadmanabhan, C Shamshuddin",Delhi Capitals,R Ashwin,field,Rajasthan Royals,Sharjah Cricket Stadium,Delhi Capitals,Rajasthan Royals,20.0,185
188,6,Abu Dhabi,2020-10-07,V Narayan Kutty,K Srinivasan,C Shamshuddin,"KN Ananthapadmanabhan, RK Illingworth",Kolkata Knight Riders,RA Tripathi,bat,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,Chennai Super Kings,20.0,168
189,6,,2020-10-31,V Narayan Kutty,VA Kulkarni,C Shamshuddin,"KN Ananthapadmanabhan, K Srinivasan",Sunrisers Hyderabad,Sandeep Sharma,field,Sunrisers Hyderabad,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,20.0,121
190,6,Abu Dhabi,2020-10-01,M Nayyar,PG Pathak,UV Gandhe,"VK Sharma, S Ravi",Mumbai Indians,KA Pollard,field,Kings XI Punjab,Sheikh Zayed Stadium,Mumbai Indians,Kings XI Punjab,20.0,192
191,6,,2020-09-30,V Narayan Kutty,K Srinivasan,VA Kulkarni,"KN Ananthapadmanabhan, C Shamshuddin",Kolkata Knight Riders,Shivam Mavi,field,Rajasthan Royals,Dubai International Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals,20.0,175
192,6,Abu Dhabi,2020-11-02,M Nayyar,PG Pathak,VK Sharma,"CB Gaffaney, S Ravi",Delhi Capitals,A Nortje,field,Delhi Capitals,Sheikh Zayed Stadium,Royal Challengers Bangalore,Delhi Capitals,20.0,153
193,6,Abu Dhabi,2020-11-01,M Nayyar,UV Gandhe,CB Gaffaney,"PG Pathak, VK Sharma",Chennai Super Kings,RD Gaikwad,field,Chennai Super Kings,Sheikh Zayed Stadium,Kings XI Punjab,Chennai Super Kings,20.0,154
194,6,,2020-10-11,Prakash Bhatt,AY Dandekar,Nitin Menon,"YC Barde, PR Reiffel",Rajasthan Royals,R Tewatia,bat,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,20.0,159
195,6,Abu Dhabi,2020-09-23,M Nayyar,PG Pathak,VK Sharma,"CB Gaffaney, S Ravi",Mumbai Indians,RG Sharma,field,Kolkata Knight Riders,Sheikh Zayed Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,196
196,6,,2020-10-17,V Narayan Kutty,VA Kulkarni,C Shamshuddin,"KN Ananthapadmanabhan, RK Illingworth",Delhi Capitals,S Dhawan,bat,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,Delhi Capitals,20.0,180
197,6,,2020-09-24,J Srinath,AY Dandekar,Nitin Menon,"AK Chaudhary, PR Reiffel",Kings XI Punjab,KL Rahul,field,Royal Challengers Bangalore,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,207
198,6,Abu Dhabi,2020-10-06,Shakti Singh,UV Gandhe,CB Gaffaney,"VK Sharma, S Ravi",Mumbai Indians,SA Yadav,bat,Mumbai Indians,Sheikh Zayed Stadium,Mumbai Indians,Rajasthan Royals,20.0,194
199,6,Abu Dhabi,2020-10-18,M Nayyar,UV Gandhe,VK Sharma,"PG Pathak, S Ravi",,LH Ferguson,field,Sunrisers Hyderabad,Sheikh Zayed Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,20.0,164
200,6,,2020-10-04,J Srinath,YC Barde,PR Reiffel,"AY Dandekar, Nitin Menon",Chennai Super Kings,SR Watson,bat,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,Chennai Super Kings,20.0,179
201,6,Abu Dhabi,2020-10-03,M Nayyar,UV Gandhe,PG Pathak,"CB Gaffaney, S Ravi",Royal Challengers Bangalore,YS Chahal,bat,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,155
202,6,,2020-10-03,V Narayan Kutty,K Srinivasan,KN Ananthapadmanabhan,"VA Kulkarni, RK Illingworth",Delhi Capitals,SS Iyer,field,Kolkata Knight Riders,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,20.0,229
203,6,,2020-10-02,Prakash Bhatt,AY Dandekar,YC Barde,"AK Chaudhary, PR Reiffel",Sunrisers Hyderabad,PK Garg,bat,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,20.0,165
204,6,,2020-10-18,J Srinath,AY Dandekar,AK Chaudhary,"Nitin Menon, PR Reiffel",,KL Rahul,bat,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,Kings XI Punjab,20.0,177
